Route_ID,User_ID,Sequence,Total_Duration,Total_Cost,Weather,Traffic_Level,Crowd_Density,Event_Impact,Optimal_Route_Preference,Satisfaction_Score,Age,Gender,Nationality,Travel_Companions,Budget_Category,Preferred_Theme,Preferred_Transport,Number_of_Stops,Traffic_Level_Score,Crowd_Density_Score,Budget_Level_Score,Total_Duration_Normalized,Total_Cost_Normalized,Age_Normalized,Number_of_Stops_Normalized
353,170,35->42->21->47,303,9038,Rainy,Medium,Low,Festival,21->35->42->47,5,31,Other,UK,Solo,Low,Adventure,Taxi,4,1,0,0,0.38125,0.8993783584448425,0.25,0.25
354,51,29->49->36,339,8309,Rainy,Low,Medium,Holiday,29->36->49,1,38,Female,China,Solo,Medium,Adventure,Taxi,3,0,1,1,0.45625000000000004,0.8225687493414814,0.3846153846153847,0.0
355,21,35->19->24->32,496,7378,Rainy,Low,Medium,Holiday,19->24->32->35,5,32,Male,Japan,Friends,Low,Nature,Bus,4,0,1,0,0.7833333333333332,0.7244758191971341,0.2692307692307693,0.25
356,125,13->31->5,281,7160,Snowy,Medium,Low,Festival,5->13->31,2,31,Male,Germany,Solo,Low,Cultural,Train,3,1,0,0,0.3354166666666667,0.7015066905489411,0.25,0.0
357,147,27->29->42->5->19->30->10,385,5630,Snowy,Medium,Medium,None,5->10->19->27->29->30->42,2,19,Other,Japan,Friends,High,Nature,Walk,7,1,1,2,0.5520833333333334,0.5403013381097882,0.019230769230769273,1.0
358,47,32->35->49,171,4712,Sunny,High,Low,None,32->35->49,3,57,Female,Japan,Group,Medium,Food,Train,3,2,0,1,0.10625000000000001,0.4435781266462965,0.7500000000000001,0.0
359,166,3->18->7,557,539,Rainy,Low,Low,None,3->7->18,2,44,Male,Germany,Solo,Medium,Relaxation,Train,3,0,0,1,0.9104166666666667,0.0038984300916657874,0.5000000000000001,0.0
360,140,7->46->47->29->30->10->23,178,9553,Cloudy,Medium,Medium,None,7->10->23->29->30->46->47,5,54,Other,China,Solo,High,Food,Bike,7,1,1,2,0.12083333333333335,0.9536402908018123,0.6923076923076924,1.0
361,117,29->3->21->48->16->46,248,8019,Sunny,Medium,Medium,None,3->16->21->29->46->48,4,26,Female,USA,Friends,Low,Food,Walk,6,1,1,0,0.2666666666666666,0.7920134864608577,0.15384615384615385,0.75
362,184,39->7->15->9->41,380,3515,Cloudy,High,Medium,Holiday,7->9->15->39->41,3,69,Male,Germany,Family,Low,Relaxation,Bike,5,2,1,0,0.5416666666666666,0.3174586450321357,0.980769230769231,0.5
363,109,1->32->26->5->31->25->39,596,6804,Snowy,High,Low,None,1->5->25->26->31->32->39,5,40,Male,USA,Family,Low,Food,Car,7,2,0,0,0.9916666666666667,0.6639974712885892,0.42307692307692313,1.0
364,104,28->49->33->43->15->32,488,1304,Sunny,Low,High,Festival,15->28->32->33->43->49,4,51,Male,India,Group,Medium,Shopping,Bus,6,0,2,1,0.7666666666666666,0.08450110631124222,0.6346153846153847,0.75
365,12,38->1->30->25,130,4291,Rainy,Low,High,Holiday,1->25->30->38,4,47,Female,UK,Solo,High,Cultural,Train,4,0,2,2,0.020833333333333315,0.3992203139816668,0.5576923076923077,0.25
366,196,42->33->49->34,511,3896,Cloudy,High,Low,Festival,33->34->42->49,3,32,Other,USA,Group,Low,Nature,Car,4,2,0,0,0.8145833333333332,0.35760193867874823,0.2692307692307693,0.25
367,148,23->44->50->2,358,4646,Snowy,High,High,Festival,2->23->44->50,1,51,Male,India,Solo,Low,Cultural,Walk,4,2,2,0,0.49583333333333335,0.4366241702665683,0.6346153846153847,0.25
368,129,45->7->9->49,331,516,Cloudy,Medium,Medium,Festival,7->9->45->49,2,56,Other,Germany,Family,High,Food,Car,4,1,1,2,0.4395833333333333,0.001475081656305971,0.730769230769231,0.25
369,200,40->16->18->8->35->2->19,373,9312,Rainy,Medium,Low,Festival,2->8->16->18->19->35->40,1,23,Female,India,Group,High,Food,Bus,7,1,0,2,0.5270833333333333,0.9282478137182594,0.0961538461538462,1.0
370,33,40->29->10->35->34->14,408,6718,Sunny,High,Low,Holiday,10->14->29->34->35->40,1,26,Male,USA,Friends,High,Food,Walk,6,2,0,2,0.6,0.6549362553998525,0.15384615384615385,0.75
371,133,1->44->12,574,6928,Rainy,High,Low,Festival,1->12->44,2,69,Male,USA,Group,Medium,Shopping,Train,3,2,0,1,0.9458333333333333,0.6770624802444422,0.980769230769231,0.0
372,94,39->16->14,134,4105,Sunny,Medium,High,None,14->16->39,1,55,Male,Japan,Group,Medium,Food,Car,3,1,2,1,0.029166666666666674,0.37962280054788744,0.7115384615384616,0.0
373,119,50->7->28->35->37->46->39,166,9000,Rainy,Low,Medium,None,7->28->35->37->39->46->50,2,30,Other,India,Solo,Medium,Cultural,Bike,7,0,1,1,0.09583333333333333,0.8953745653777263,0.23076923076923084,1.0
374,174,21->11->42->46->40->38->12,488,3036,Snowy,High,High,None,11->12->21->38->40->42->46,2,58,Other,China,Family,Low,Food,Bike,7,2,2,0,0.7666666666666666,0.2669897797913813,0.7692307692307693,1.0
375,82,21->39->18->26->5,518,9450,Sunny,High,Low,Festival,5->18->21->26->39,5,38,Female,France,Friends,Low,Food,Bike,5,2,0,0,0.8291666666666666,0.9427879043304183,0.3846153846153847,0.5
376,149,49->3->9->47->35->1->21,335,2092,Sunny,Low,High,None,1->3->9->21->35->47->49,5,36,Female,China,Family,High,Food,Bus,7,0,2,2,0.44791666666666663,0.16752713096617847,0.34615384615384615,1.0
377,57,14->22->34->4->17->42,429,4095,Rainy,Low,High,Holiday,4->14->17->22->34->42,4,46,Male,Japan,Family,Low,Nature,Bike,6,0,2,0,0.6437499999999999,0.37856917079338315,0.5384615384615385,0.75
378,49,38->46->5->4,254,3621,Cloudy,High,Low,Festival,4->5->38->46,1,51,Female,China,Friends,High,Cultural,Bus,4,2,0,2,0.2791666666666667,0.32862712042988096,0.6346153846153847,0.25
379,126,8->45->26->21->33->14,391,8528,Cloudy,Medium,High,None,8->14->21->26->33->45,3,32,Male,Germany,Friends,Medium,Nature,Taxi,6,1,2,1,0.5645833333333333,0.8456432409651249,0.2692307692307693,0.75
380,65,14->20->48->21,354,6306,Rainy,Low,Medium,Holiday,14->20->21->48,3,40,Male,USA,Solo,Low,Relaxation,Taxi,4,0,1,0,0.48750000000000004,0.6115267095142767,0.42307692307692313,0.25
381,186,50->40->13->14->18->47,558,8930,Sunny,Low,High,None,13->14->18->40->47->50,1,56,Female,China,Family,Low,Shopping,Walk,6,0,2,0,0.9125000000000001,0.8879991570961964,0.730769230769231,0.75
382,88,13->50->41->16->3->29,512,4190,Snowy,Medium,High,None,3->13->16->29->41->50,4,33,Other,Germany,Group,Medium,Nature,Bike,6,1,2,1,0.8166666666666667,0.3885786534611737,0.28846153846153855,0.75
383,96,35->50->20->3->42,212,2994,Rainy,Low,High,None,3->20->35->42->50,2,29,Other,India,Friends,Medium,Relaxation,Train,5,0,2,1,0.19166666666666665,0.26256453482246334,0.21153846153846156,0.5
384,10,25->39->17->14->16->48,301,667,Snowy,Low,Low,Festival,14->16->17->25->39->48,5,46,Male,India,Family,High,Food,Train,6,0,0,2,0.3770833333333333,0.0173848909493204,0.5384615384615385,0.75
385,69,49->8->4->15,481,1846,Rainy,Medium,Medium,Holiday,4->8->15->49,4,56,Other,Japan,Family,Low,Nature,Car,4,1,1,0,0.7520833333333332,0.1416078390053735,0.730769230769231,0.25
386,48,15->16->20,375,3645,Sunny,Low,Low,Holiday,15->16->20,3,25,Male,Germany,Solo,Low,Cultural,Bus,3,0,0,0,0.53125,0.3311558318406912,0.13461538461538464,0.0
387,65,43->28->33->36->15->39,203,1580,Sunny,High,High,Festival,15->28->33->36->39->43,1,40,Male,USA,Solo,Low,Relaxation,Taxi,6,2,2,0,0.17291666666666666,0.11358128753555999,0.42307692307692313,0.75
388,61,37->33->14->16,396,1696,Rainy,Medium,Medium,Holiday,14->16->33->37,2,20,Male,France,Solo,Medium,Food,Taxi,4,1,1,1,0.575,0.1258033926878095,0.03846153846153849,0.25
389,188,31->45->15->41,568,5863,Cloudy,Medium,High,Festival,15->31->41->45,2,20,Other,India,Group,Medium,Nature,Train,4,1,2,1,0.9333333333333333,0.5648509113897376,0.03846153846153849,0.25
390,55,6->48->20->4,459,1725,Cloudy,Medium,High,None,4->6->20->48,5,55,Male,Germany,Family,Medium,Nature,Bus,4,1,2,1,0.7062499999999999,0.12885891897587187,0.7115384615384616,0.25
391,38,12->11->2->21->7->23,588,3907,Sunny,Low,High,Holiday,2->7->11->12->21->23,2,49,Male,France,Friends,Low,Food,Train,6,0,2,0,0.9750000000000001,0.358760931408703,0.5961538461538463,0.75
392,128,43->6->39->17,567,7215,Snowy,High,High,Festival,6->17->39->43,2,66,Male,UK,Family,Medium,Nature,Train,4,2,2,1,0.9312499999999999,0.7073016541987146,0.9230769230769232,0.25
393,26,42->1->11->43->26->31,379,7983,Cloudy,Medium,Medium,None,1->11->26->31->42->43,4,57,Other,China,Family,High,Nature,Bus,6,1,1,2,0.5395833333333333,0.7882204193446423,0.7500000000000001,0.75
394,169,13->45->31,254,6391,Rainy,High,Medium,Festival,13->31->45,1,45,Other,France,Friends,High,Adventure,Taxi,3,2,1,2,0.2791666666666667,0.620482562427563,0.5192307692307693,0.0
395,122,38->43->21->41->34->37,401,4783,Cloudy,Low,Low,Holiday,21->34->37->38->41->43,3,34,Other,China,Friends,Low,Relaxation,Bike,6,0,0,0,0.5854166666666667,0.4510588979032768,0.3076923076923077,0.75
396,97,16->33->13->1->12->32->23,362,8271,Sunny,Medium,Low,Holiday,1->12->13->16->23->32->33,5,39,Male,Germany,Family,Medium,Nature,Train,7,1,0,1,0.5041666666666667,0.8185649562743652,0.40384615384615385,1.0
397,119,20->43->25->21,265,3695,Snowy,High,Medium,Holiday,20->21->25->43,5,30,Other,India,Solo,Medium,Cultural,Bike,4,2,1,1,0.30208333333333337,0.33642398061321255,0.23076923076923084,0.25
398,54,22->27->30->4,168,5340,Sunny,High,Medium,None,4->22->27->30,5,34,Female,Germany,Friends,Medium,Cultural,Train,4,2,1,1,0.09999999999999998,0.5097460752291645,0.3076923076923077,0.25
399,199,8->33->45->19->27->29->41,513,6677,Rainy,Medium,High,Festival,8->19->27->29->33->41->45,3,64,Other,France,Family,Low,Adventure,Train,7,1,2,0,0.8187500000000001,0.650616373406385,0.8846153846153847,1.0
400,91,47->32->41->24->42->34,437,5274,Snowy,Medium,Medium,None,24->32->34->41->42->47,3,40,Female,India,Family,Low,Food,Bike,6,1,1,0,0.6604166666666667,0.5027921188494363,0.42307692307692313,0.75
401,63,33->32->26->18->47->27,447,4527,Cloudy,High,Medium,Holiday,18->26->27->32->33->47,3,19,Female,China,Friends,High,Shopping,Walk,6,2,1,2,0.68125,0.4240859761879675,0.019230769230769273,0.75
402,2,23->49->5->16,127,7749,Rainy,Low,High,None,5->16->23->49,2,38,Male,USA,Friends,High,Relaxation,Bike,4,0,2,2,0.014583333333333337,0.7635654830892424,0.3846153846153847,0.25
403,153,38->22->49->24->2->29->3,435,3177,Snowy,High,Medium,None,2->3->22->24->29->38->49,3,20,Female,USA,Group,Low,Shopping,Walk,7,2,1,0,0.65625,0.2818459593298914,0.03846153846153849,1.0
404,23,50->34->37->19,236,6921,Cloudy,High,Medium,None,19->34->37->50,1,61,Other,USA,Family,Low,Relaxation,Taxi,4,2,1,0,0.24166666666666664,0.6763249394162891,0.826923076923077,0.25
405,101,37->21->10->49,566,2892,Snowy,Low,Medium,Festival,10->21->37->49,2,44,Male,France,Group,High,Shopping,Walk,4,0,1,2,0.9291666666666667,0.25181751132651986,0.5000000000000001,0.25
406,98,23->22->6->42->34,433,4209,Snowy,High,Low,None,6->22->23->34->42,3,26,Other,China,Friends,Low,Nature,Car,5,2,0,0,0.6520833333333333,0.3905805499947318,0.15384615384615385,0.5
407,101,45->26->11->43->6->42->28,555,4260,Cloudy,High,Medium,None,6->11->26->28->42->43->45,2,44,Male,France,Group,High,Shopping,Walk,7,2,1,2,0.90625,0.39595406174270364,0.5000000000000001,1.0
408,39,13->9->30->8->24->34,312,7626,Rainy,Low,Medium,Holiday,8->9->13->24->30->34,3,51,Female,India,Group,Low,Nature,Car,6,0,1,0,0.4,0.75060583710884,0.6346153846153847,0.75
409,57,17->26->4->20->34->8,488,6316,Cloudy,Low,High,Festival,4->8->17->20->26->34,3,46,Male,Japan,Family,Low,Nature,Bike,6,0,2,0,0.7666666666666666,0.612580339268781,0.5384615384615385,0.75
410,35,7->5->50->15->34,284,8028,Sunny,Low,Medium,Festival,5->7->15->34->50,5,62,Other,France,Group,Medium,Relaxation,Train,5,0,1,1,0.3416666666666667,0.7929617532399115,0.8461538461538461,0.5
411,29,21->16->3,218,3943,Snowy,High,High,None,3->16->21,3,40,Other,China,Friends,Medium,Cultural,Taxi,3,2,2,1,0.20416666666666666,0.3625539985249183,0.42307692307692313,0.0
412,52,32->45->48,442,7794,Sunny,Low,High,Holiday,32->45->48,2,26,Male,USA,Solo,High,Shopping,Car,3,0,2,2,0.6708333333333333,0.7683068169845116,0.15384615384615385,0.0
413,200,7->41->3->26,417,5017,Sunny,Low,Medium,Festival,3->7->26->41,1,23,Female,India,Group,High,Food,Bus,4,0,1,2,0.61875,0.47571383415867663,0.0961538461538462,0.25
414,197,29->1->30->42,550,3398,Snowy,High,High,Holiday,1->29->30->42,5,23,Male,India,Group,High,Food,Walk,4,2,2,2,0.8958333333333333,0.3051311769044358,0.0961538461538462,0.25
415,138,50->14->47->15,202,893,Sunny,Medium,Low,Festival,14->15->47->50,3,36,Other,France,Solo,High,Adventure,Car,4,1,0,2,0.17083333333333334,0.041196923401116844,0.34615384615384615,0.25
416,9,21->8->6->31,160,7232,Cloudy,Low,Low,None,6->8->21->31,3,53,Female,Japan,Family,High,Shopping,Car,4,0,0,2,0.08333333333333331,0.7090928247813718,0.6730769230769232,0.25
417,80,2->48->7->5->29->41->18,311,7216,Snowy,Low,Medium,None,2->5->7->18->29->41->48,3,67,Male,UK,Family,Medium,Food,Walk,7,0,1,1,0.3979166666666667,0.707407017174165,0.9423076923076924,1.0
418,120,2->22->25->1->10,513,2454,Sunny,Medium,Low,Festival,1->2->10->22->25,4,55,Other,Germany,Friends,High,Relaxation,Bus,5,1,0,2,0.8187500000000001,0.20566852807923294,0.7115384615384616,0.5
419,195,39->47->17,396,9584,Rainy,Low,Medium,Holiday,17->39->47,2,19,Other,France,Family,Medium,Cultural,Train,3,0,1,1,0.575,0.9569065430407754,0.019230769230769273,0.0
420,50,19->31->35->44->32->36,529,7991,Cloudy,High,Medium,None,19->31->32->35->36->44,2,66,Male,USA,Solo,High,Food,Train,6,2,1,2,0.8520833333333333,0.7890633231482457,0.9230769230769232,0.75
421,2,10->15->32->13,554,7980,Cloudy,High,High,Holiday,10->13->15->32,1,38,Male,USA,Friends,High,Relaxation,Bike,4,2,2,2,0.9041666666666666,0.787904330418291,0.3846153846153847,0.25
422,11,37->29->14->24->45,526,6836,Sunny,Low,High,None,14->24->29->37->45,2,19,Female,UK,Friends,Medium,Food,Taxi,5,0,2,1,0.8458333333333332,0.6673690865030029,0.019230769230769273,0.5
423,188,45->15->11->49,203,8089,Snowy,High,High,Holiday,11->15->45->49,4,20,Other,India,Group,Medium,Nature,Train,4,2,2,1,0.17291666666666666,0.7993888947423875,0.03846153846153849,0.25
424,86,46->28->25->35->19->48->3,519,9397,Snowy,Low,Medium,Holiday,3->19->25->28->35->46->48,3,38,Female,USA,Friends,Low,Adventure,Car,7,0,1,0,0.83125,0.9372036666315456,0.3846153846153847,1.0
425,1,38->49->44->42,489,1294,Snowy,Medium,High,Holiday,38->42->44->49,3,44,Other,China,Group,Medium,Adventure,Taxi,4,1,2,1,0.76875,0.08344747655673795,0.5000000000000001,0.25
426,52,6->48->46->27->12->19,572,9401,Snowy,High,Medium,Holiday,6->12->19->27->46->48,1,26,Male,USA,Solo,High,Shopping,Car,6,2,1,2,0.9416666666666667,0.9376251185333474,0.15384615384615385,0.75
427,125,21->28->26->43,187,2275,Cloudy,High,Medium,Festival,21->26->28->43,3,31,Male,Germany,Solo,Low,Cultural,Train,4,2,1,0,0.13958333333333334,0.18680855547360656,0.25,0.25
428,14,9->5->19->34->18,382,2970,Rainy,Low,High,Festival,5->9->18->19->34,5,35,Other,Japan,Group,Low,Shopping,Taxi,5,0,2,0,0.5458333333333333,0.2600358234116531,0.326923076923077,0.5
429,120,17->33->26->12->9,450,2834,Cloudy,High,Medium,Holiday,9->12->17->26->33,4,55,Other,Germany,Friends,High,Relaxation,Bus,5,2,1,2,0.6875,0.24570645875039512,0.7115384615384616,0.5
430,196,25->9->29->33->24->37->27,309,5327,Snowy,High,Low,None,9->24->25->27->29->33->37,2,32,Other,USA,Group,Low,Nature,Car,7,2,0,0,0.39375000000000004,0.5083763565483089,0.2692307692307693,1.0
431,23,1->33->50->11->29->23->38,526,3184,Rainy,High,Medium,None,1->11->23->29->33->38->50,5,61,Other,USA,Family,Low,Relaxation,Taxi,7,2,1,0,0.8458333333333332,0.28258350015804445,0.826923076923077,1.0
432,78,39->11->23,181,1491,Snowy,Medium,Low,Holiday,11->23->39,4,68,Male,Germany,Group,Medium,Relaxation,Train,3,1,0,1,0.12708333333333333,0.10420398272047202,0.9615384615384616,0.0
433,30,47->19->44->48->43->49->22,168,2877,Sunny,Medium,High,Festival,19->22->43->44->47->48->49,4,25,Male,India,Solo,Low,Shopping,Train,7,1,2,0,0.09999999999999998,0.2502370666947634,0.13461538461538464,1.0
434,4,23->1->28->34,418,2807,Snowy,Low,High,None,1->23->28->34,2,31,Female,Germany,Family,Medium,Shopping,Car,4,0,2,1,0.6208333333333333,0.24286165841323357,0.25,0.25
435,86,24->9->26->1,149,6016,Cloudy,Low,High,Festival,1->9->24->26,5,38,Female,USA,Friends,Low,Adventure,Car,4,0,2,0,0.060416666666666674,0.580971446633653,0.3846153846153847,0.25
436,33,25->23->41->27,561,8734,Snowy,Medium,High,None,23->25->27->41,4,26,Male,USA,Friends,High,Food,Walk,4,1,2,2,0.91875,0.8673480139079127,0.15384615384615385,0.25
437,95,37->13->40,570,6804,Snowy,Low,High,None,13->37->40,3,42,Male,Japan,Family,Medium,Food,Bike,3,0,2,1,0.9375,0.6639974712885892,0.46153846153846156,0.0
438,54,34->28->50,259,7723,Sunny,Medium,High,None,28->34->50,5,34,Female,Germany,Friends,Medium,Cultural,Train,3,1,2,1,0.2895833333333333,0.7608260457275313,0.3076923076923077,0.0
439,157,13->10->25,340,2324,Sunny,Low,Medium,Festival,10->13->25,3,52,Other,Japan,Group,Low,Food,Bus,3,0,1,0,0.45833333333333337,0.19197134127067747,0.6538461538461539,0.0
440,56,49->46->33->6->24->47,156,572,Cloudy,Medium,Medium,None,6->24->33->46->47->49,2,34,Male,USA,Solo,Medium,Adventure,Taxi,6,1,1,1,0.07500000000000001,0.007375408281529869,0.3076923076923077,0.75
441,106,23->18->5,234,7579,Sunny,High,High,Holiday,5->18->23,4,52,Female,India,Group,Low,Adventure,Car,3,2,2,0,0.2375,0.7456537772626699,0.6538461538461539,0.0
442,82,3->33->15->46,343,3352,Snowy,Medium,Medium,Festival,3->15->33->46,3,38,Female,France,Friends,Low,Food,Bike,4,1,1,0,0.46458333333333335,0.3002844800337161,0.3846153846153847,0.25
443,45,8->43->41->48->7,399,6555,Snowy,High,Low,Holiday,7->8->41->43->48,4,36,Female,India,Group,High,Nature,Train,5,2,0,2,0.5812499999999999,0.637762090401433,0.34615384615384615,0.5
444,116,33->16->18->30,268,3392,Snowy,Medium,Medium,None,16->18->30->33,4,54,Male,France,Solo,Medium,Relaxation,Car,4,1,1,1,0.30833333333333335,0.30449899905173317,0.6923076923076924,0.25
445,27,38->16->1->19->13->14,432,5811,Cloudy,Medium,High,None,1->13->14->16->19->38,2,60,Female,USA,Friends,Medium,Cultural,Bike,6,1,2,1,0.65,0.5593720366663154,0.8076923076923078,0.75
446,162,23->36->34->26,271,6298,Cloudy,Low,Low,Holiday,23->26->34->36,4,38,Male,USA,Solo,Medium,Nature,Train,4,0,0,1,0.3145833333333333,0.6106838057106733,0.3846153846153847,0.25
447,171,45->16->5->35->3,402,1111,Rainy,Low,Medium,Holiday,3->5->16->35->45,1,30,Other,Germany,Solo,Medium,Nature,Walk,5,0,1,1,0.5875,0.06416605204930986,0.23076923076923084,0.5
448,125,13->21->30->44->40,425,1265,Sunny,High,High,None,13->21->30->40->44,4,31,Male,Germany,Solo,Low,Cultural,Train,5,2,2,0,0.6354166666666666,0.08039195026867557,0.25,0.5
449,167,13->7->45->12->42->16,452,7817,Cloudy,Medium,Medium,Holiday,7->12->13->16->42->45,4,18,Other,China,Friends,Low,Nature,Car,6,1,1,0,0.6916666666666667,0.7707301654198715,0.0,0.75
450,125,28->26->31,173,6407,Rainy,Low,Medium,Holiday,26->28->31,1,31,Male,Germany,Solo,Low,Cultural,Train,3,0,1,0,0.11041666666666666,0.6221683700347698,0.25,0.0
451,95,34->42->10,336,4826,Sunny,High,Low,Holiday,10->34->42,5,42,Male,Japan,Family,Medium,Food,Bike,3,2,0,1,0.44999999999999996,0.4555895058476451,0.46153846153846156,0.0
452,192,29->34->47->24->2,433,2228,Rainy,High,Medium,Holiday,2->24->29->34->47,4,47,Female,India,Family,Medium,Shopping,Car,5,2,1,1,0.6520833333333333,0.1818564956274365,0.5576923076923077,0.5
453,152,11->30->3->38,569,4200,Sunny,Low,Medium,Festival,3->11->30->38,4,68,Female,USA,Family,Medium,Relaxation,Car,4,0,1,1,0.9354166666666666,0.389632283215678,0.9615384615384616,0.25
454,32,45->11->24->7->32->35->33,165,9993,Rainy,High,Medium,None,7->11->24->32->33->35->45,5,59,Male,Germany,Solo,Medium,Relaxation,Bus,7,2,1,1,0.09375,0.9999999999999999,0.7884615384615384,1.0
455,191,34->32->21->35->50->4,198,3980,Rainy,Medium,High,Holiday,4->21->32->34->35->50,3,51,Male,Germany,Friends,High,Food,Train,6,1,2,2,0.16249999999999998,0.3664524286165841,0.6346153846153847,0.75
456,57,23->14->49->39->21->2,440,568,Rainy,Medium,Medium,Festival,2->14->21->23->39->49,5,46,Male,Japan,Family,Low,Nature,Bike,6,1,1,0,0.6666666666666666,0.006953956379728163,0.5384615384615385,0.75
457,20,34->29->39->47->46,428,8496,Sunny,High,Low,None,29->34->39->46->47,3,57,Male,China,Solo,High,Food,Walk,5,2,0,2,0.6416666666666666,0.8422716257507112,0.7500000000000001,0.5
458,17,30->49->10->34->5,462,6075,Rainy,High,Medium,None,5->10->30->34->49,4,57,Male,UK,Group,Medium,Shopping,Taxi,5,2,1,1,0.7125,0.5871878621852281,0.7500000000000001,0.5
459,53,34->40->14->10->25,183,3339,Sunny,High,Medium,None,10->14->25->34->40,2,55,Female,USA,Group,High,Relaxation,Walk,5,2,1,2,0.13124999999999998,0.29891476135286055,0.7115384615384616,0.5
460,38,44->47->20->28->16,533,5476,Cloudy,Medium,Medium,Holiday,16->20->28->44->47,5,49,Male,France,Friends,Low,Food,Train,5,1,1,0,0.8604166666666666,0.5240754398904225,0.5961538461538463,0.5
461,43,41->16->29->42,339,8801,Snowy,High,High,None,16->29->41->42,4,32,Female,China,Friends,Medium,Food,Walk,4,2,2,1,0.45625000000000004,0.8744073332630914,0.2692307692307693,0.25
462,100,36->24->33->4->50->42->19,574,858,Sunny,Low,High,Holiday,4->19->24->33->36->42->50,2,64,Female,Japan,Solo,Low,Shopping,Walk,7,0,2,0,0.9458333333333333,0.0375092192603519,0.8846153846153847,1.0
463,68,25->30->23,281,4734,Sunny,Medium,High,Festival,23->25->30,1,70,Other,France,Friends,Medium,Nature,Car,3,1,2,1,0.3354166666666667,0.44589611210620583,1.0,0.0
464,11,12->14->18->40->25->28->8,472,7313,Rainy,Low,High,None,8->12->14->18->25->28->40,3,19,Female,UK,Friends,Medium,Food,Taxi,7,0,2,1,0.7333333333333333,0.7176272257928564,0.019230769230769273,1.0
465,159,37->45->44->46,493,3841,Snowy,Low,High,Festival,37->44->45->46,1,44,Female,UK,Group,Medium,Cultural,Bike,4,0,2,1,0.7770833333333333,0.35180697502897484,0.5000000000000001,0.25
466,181,23->16->4->6->26->39->38,219,4113,Sunny,Medium,Medium,Holiday,4->6->16->23->26->38->39,3,69,Male,Germany,Friends,Low,Food,Taxi,7,1,1,0,0.20625,0.38046570435149085,0.980769230769231,1.0
467,94,27->47->14->19,357,1403,Snowy,Low,Low,Festival,14->19->27->47,4,55,Male,Japan,Group,Medium,Food,Car,4,0,0,1,0.49375,0.09493204088083446,0.7115384615384616,0.25
468,90,14->9->47->13,444,1609,Cloudy,High,Medium,None,9->13->14->47,1,18,Female,China,Friends,Medium,Food,Bike,4,2,1,1,0.6749999999999999,0.11663681382362237,0.0,0.25
469,193,11->26->21,479,8172,Cloudy,Medium,Low,None,11->21->26,4,30,Female,UK,Group,Low,Cultural,Bike,3,1,0,0,0.7479166666666667,0.8081340217047729,0.23076923076923084,0.0
470,62,8->10->37->24->23->35->18,207,2157,Rainy,Medium,Low,Holiday,8->10->18->23->24->35->37,5,19,Other,China,Solo,Low,Food,Car,7,1,0,0,0.18124999999999997,0.1743757243704562,0.019230769230769273,1.0
471,88,40->31->4->49->11->36->16,431,7295,Rainy,Low,Low,Festival,4->11->16->31->36->40->49,2,33,Other,Germany,Group,Medium,Nature,Bike,7,0,0,1,0.6479166666666667,0.7157306922347487,0.28846153846153855,1.0
472,131,34->8->7,371,2637,Cloudy,High,Medium,Holiday,7->8->34,5,41,Female,China,Group,High,Cultural,Car,3,2,1,2,0.5229166666666667,0.22494995258666103,0.4423076923076924,0.0
473,64,11->18->24->49,497,1723,Rainy,High,Medium,Holiday,11->18->24->49,2,25,Female,China,Group,Low,Nature,Bus,4,2,1,0,0.7854166666666667,0.12864819302497102,0.13461538461538464,0.25
474,192,5->9->27->50->12,208,6477,Rainy,Medium,Low,Festival,5->9->12->27->50,3,47,Female,India,Family,Medium,Shopping,Car,5,1,0,1,0.18333333333333335,0.6295437783162997,0.5576923076923077,0.5
475,189,40->18->15->22,566,7850,Rainy,Medium,High,Festival,15->18->22->40,2,58,Female,Japan,Friends,Medium,Food,Taxi,4,1,2,1,0.9291666666666667,0.7742071436097355,0.7692307692307693,0.25
476,114,43->50->22->44->11->39,528,3575,Snowy,High,Medium,None,11->22->39->43->44->50,5,19,Female,China,Family,High,Cultural,Taxi,6,2,1,2,0.8500000000000001,0.32378042355916126,0.019230769230769273,0.75
477,61,43->38->20->9->34->14,162,6726,Sunny,High,Low,Festival,9->14->20->34->38->43,2,20,Male,France,Solo,Medium,Food,Taxi,6,2,0,1,0.08750000000000002,0.6557791592034559,0.03846153846153849,0.75
478,86,50->16->20->18->49->8,269,3869,Snowy,High,Medium,Holiday,8->16->18->20->49->50,1,38,Female,USA,Friends,Low,Adventure,Car,6,2,1,0,0.3104166666666667,0.35475713834158673,0.3846153846153847,0.75
479,22,8->33->30,263,3534,Cloudy,High,High,Festival,8->30->33,3,65,Male,India,Friends,High,Adventure,Taxi,3,2,2,2,0.2979166666666666,0.3194605415656938,0.9038461538461539,0.0
480,47,17->5->42->46,531,2655,Sunny,High,High,Festival,5->17->42->46,3,57,Female,Japan,Group,Medium,Food,Train,4,2,2,1,0.85625,0.22684648614476874,0.7500000000000001,0.25
481,46,31->11->36->21->50,293,3407,Snowy,Low,Medium,Holiday,11->21->31->36->50,4,44,Female,USA,Family,High,Cultural,Taxi,5,0,1,2,0.3604166666666666,0.3060794436834896,0.5000000000000001,0.5
482,43,44->21->48->40->9->1->18,405,6949,Snowy,Low,Medium,None,1->9->18->21->40->44->48,3,32,Female,China,Friends,Medium,Food,Walk,7,0,1,1,0.59375,0.679275102728901,0.2692307692307693,1.0
